"","LNCAP_Hypoxia_S1","LNCAP_Hypoxia_S2","LNCAP_Normoxia_S1","LNCAP_Normoxia_S2","PC3_Hypoxia_S1","PC3_Hypoxia_S2","PC3_Normoxia_S1","PC3_Normoxia_S2"
"ENSG00000004939",3.29358409342357,0.957306232836971,3.29625386276701,2.19377957582767,1.25991485202199,0,0,7.83861621688623
"ENSG00000004948",0.548930682237261,0.478653116418485,0,0,0,0,0,1.11980231669803
"ENSG00000004961",581.317592489259,595.444476824596,471.913678019476,481.315238936592,943.676224164468,1030.3891751199,1049.81124923299,989.905247961061
"ENSG00000004975",1283.94886575295,1281.35439265229,838.896608074203,899.010870174181,808.865334998115,948.38588436641,894.72549650539,880.164620924654
"ENSG00000005001",4.94037614013535,3.82922493134788,3.29625386276701,3.07129140615874,10.0793188161759,7.13072093508579,14.9120916084232,16.7970347504705
"ENSG00000005007",2050.80502883841,2144.84461467123,1701.41636883157,1624.71315385798,569.481513113938,516.97726779372,539.817716224918,455.7595428961
"ENSG00000005020",1465.09599089125,1421.5997557629,1349.81595680309,1217.10890866919,1310.31144610287,1454.6670707575,996.127719442667,1329.20534992057
"ENSG00000005022",3196.42336266757,3406.09557643394,3820.90760259075,3723.72145200989,3841.48038381504,3643.79839782884,3110.66230951707,3223.91086977364
"ENSG00000005059",10.429682962508,13.4022872597176,19.777523176602,19.7440161824491,812.645079554181,716.637453976122,435.433074965956,449.040728995911
"ENSG00000005073",4.39144545789809,5.74383739702183,2.197502575178,0.87751183033107,303.639479337299,249.575232728003,247.540720699824,248.596114306963
"ENSG00000005075",239.333777455446,256.558070400308,268.644689815511,360.218606350904,369.155051642442,427.843256105147,602.448500980296,455.7595428961
"ENSG00000005100",1113.7803542594,1174.13609457454,954.814868914843,908.663500307823,454.829261579937,417.147174702519,596.483664336926,572.218983832695
"ENSG00000005102",0,0,0,0,6.29957426010993,3.5653604675429,5.96483664336926,6.7188139001882
"ENSG00000005108",50.501622765828,59.8316395523107,3.29625386276701,3.94880323648981,1.25991485202199,0,0,2.23960463339607
"ENSG00000005156",1249.91516345424,1262.68692111196,1521.22115766697,1325.48161971508,739.570018136906,762.98714005418,1175.07281874374,1163.47460704926
"ENSG00000005175",2775.94246007383,2653.65287742408,3186.37873400811,2711.51155572301,3532.80124506965,2752.45828094312,2830.31498727872,3068.25834775261
"ENSG00000005187",488.548307191162,446.104704502028,959.759249708993,811.259687141074,80.6345505294071,67.741848883315,101.402222937277,151.173312754235
"ENSG00000005189",426.519140098352,417.385517516919,405.988600764136,338.280810592627,134.810889166353,188.964104779773,193.857190909501,195.965405422156
"ENSG00000005194",619.742740245868,653.361503911233,641.121376308183,728.773575089953,753.429081509148,666.722407430521,808.235365176535,888.00323714154
"ENSG00000005206",595.040859545191,523.646509361823,404.889849476547,486.141554003413,104.572932717825,171.137302442059,220.698955804663,162.371335921215
"ENSG00000005238",767.954024449928,672.028975451553,466.419921581531,655.501337257309,665.235041867609,723.768174911208,471.222094826172,423.285275711857
"ENSG00000005243",0,0.957306232836971,2.197502575178,1.75502366066214,16.3788930762858,32.0882442078861,41.7538565035848,26.8752556007528
"ENSG00000005249",788.264459692707,731.860615003864,670.238285429291,540.108531568773,83.1543802334511,89.1340116885724,71.5780397204312,119.81884788669
"ENSG00000005302",1270.22559869702,1393.83787501063,880.649157002585,801.168301092267,3278.29844496121,3005.59887413866,2439.61818713803,2484.84134075294
"ENSG00000005339",2704.58147138298,2707.74067957937,1790.96459877007,1767.30882628677,1802.93815324346,1625.80437319956,1252.61569510755,1207.14689740048
"ENSG00000005379",118.020096681011,111.047523009089,75.2644631998466,98.7200809122453,131.031144610287,164.006581506973,232.628629091401,189.246591521968
"ENSG00000005381",0.548930682237261,0.957306232836971,0,0,0,0,0,0
"ENSG00000005421",1.09786136447452,1.43595934925546,0,0.87751183033107,3.77974455606596,0,5.96483664336926,8.95841853358427
"ENSG00000005436",756.975410805183,788.820335857664,841.643486293175,702.009464264856,883.200311267412,866.382593612924,966.303536225821,974.228015527289
"ENSG00000005448",251.959183146903,259.429989098819,186.238343246336,236.489438274223,992.812903393325,1162.30751241898,489.11660475628,449.040728995911
"ENSG00000005469",548.381751555024,613.633295248498,623.541355706759,629.614738262542,403.172752647036,442.104697975319,524.905624616495,483.75460081355
"ENSG00000005471",1.64679204671178,1.43595934925546,2.7468782189725,6.14258281231749,8.8194039641539,14.2614418701716,11.9296732867385,7.83861621688623
"ENSG00000005483",6949.46243712372,6590.57475996613,3681.91556471075,3190.1942591686,3295.93725288952,3180.30153704826,1401.73661119178,1806.24113683393
"ENSG00000005486",767.405093767691,689.739140759037,394.451712244452,468.591317396791,427.111134835453,563.326953871778,465.257258182803,422.165473395159
"ENSG00000005513",94.4160773448089,82.3283360239795,182.392713739774,210.164083364291,41.5771901167255,21.3921628052574,53.6835297903234,43.6722903512233
"ENSG00000005700",2360.40193362022,2236.26735990716,2919.93154676777,2561.01827682123,1763.88079283078,1575.88932665396,1452.43772266042,1502.77470900876
"ENSG00000005801",952.943664363885,1030.06150653258,1110.83755175248,920.509910017292,742.08984784095,677.41848883315,775.428763638004,810.736877289376
"ENSG00000005810",3378.66834917034,3879.00485545541,4214.80993919141,3626.31763884315,705.552317132312,616.807360884921,590.518827693557,670.761587702122
"ENSG00000005812",1711.56586721578,1847.12237625894,1526.71491410492,1194.29360108059,1247.31570350177,1105.2617449383,629.290265875457,688.67842476929
"ENSG00000005844",13.1743363736943,6.22249051344031,9.33938594450652,2.19377957582767,1.25991485202199,0,0,1.11980231669803
"ENSG00000005882",760.817925580844,695.961631272478,744.403997341549,752.905150424058,559.402194297762,581.153756209492,524.905624616495,639.407122834577
"ENSG00000005884",368.881418463439,324.526812931733,197.225856122226,261.059769523493,8907.59800379544,9929.52890210696,5803.78605399829,5827.45125609657
"ENSG00000005889",1335.54834988326,1373.25579100463,835.050978567641,632.686029668701,4327.80751669552,3668.75592110164,3206.09969581098,3255.26533464118
"ENSG00000005893",3478.57373333752,3392.69328917422,3973.63403156562,3115.60575359046,6390.28812945551,5971.97878313435,4935.90232238807,5089.50152939256
"ENSG00000005961",8.23396023355891,4.78653116418485,2.197502575178,3.51004732132428,32.7577861525716,53.4804070131434,44.7362748252695,49.2713019347135
"ENSG00000005981",0,0,0,0,1.25991485202199,0,8.9472549650539,3.3594069500941
"ENSG00000006007",5058.39623681636,4536.19558429799,1443.75919189195,1587.41890106891,5527.24645582045,5055.68114297583,3077.85570797854,3076.0969639695
"ENSG00000006015",202.555421745549,205.820840059949,277.434700116223,431.297064607721,186.467398099254,267.402035065717,366.83745356721,326.982276475826
"ENSG00000006016",16.4679204671178,14.838246608973,5.49375643794501,10.9688978791384,32.7577861525716,28.5228837403432,56.665948112008,36.9534764510351
"ENSG00000006025",38.9740784388455,47.8653116418485,1.6481269313835,10.9688978791384,282.220926852925,360.101407221832,253.505557343194,246.356509673567
"ENSG00000006042",497.880128789196,476.738503952811,598.819451736006,722.630992277636,932.33699049627,1076.73886119795,966.303536225821,1035.81714294568
"ENSG00000006047",103.198968260605,100.9958075643,76.9125901312301,77.2210410691341,2.51982970404397,0,0,5.59901158349017
"ENSG00000006062",120.21581940996,126.36442273448,167.010195713528,190.858823097008,709.332061688378,755.856419119094,835.077130071697,853.289365323901
"ENSG00000006071",152.602729661959,120.14193222104,150.528926399693,162.778444526413,6.29957426010993,7.13072093508579,20.8769282517924,15.6772324337725
"ENSG00000006118",1298.22106349112,1308.63762028814,820.767211828984,1396.12132205673,1227.15706586941,1212.22255896458,1279.45746000271,1094.04686341398
"ENSG00000006125",5834.58422149985,5995.60893625795,6635.90840139378,5903.46083855227,5200.92850914676,5226.81844541789,5031.33970868197,4965.20347223908
"ENSG00000006128",0,0.478653116418485,0,0,0,0,0,1.11980231669803
"ENSG00000006194",822.298161991417,806.051848048729,785.057794982342,899.010870174181,85.6742099374951,89.1340116885724,89.472549650539,108.620824719709
"ENSG00000006210",1.09786136447452,0.957306232836971,0.549375643794501,0.87751183033107,6.29957426010993,0,5.96483664336926,3.3594069500941
"ENSG00000006282",2346.12973588205,2364.0677419909,2129.37999534749,2442.55417972653,752.169166657126,844.990430807666,1005.07497440772,922.717108959179
"ENSG00000006283",17.5657818315923,27.2832276358537,4.94438079415051,6.14258281231749,69.2953168612092,67.741848883315,77.5428763638004,63.8287320517879
"ENSG00000006327",287.639677492325,282.883991803325,126.90577371653,168.921027338731,3351.37350637848,3422.74604884118,5210.28480798305,4266.44682661951
"ENSG00000006377",0.548930682237261,0,0,0,1.25991485202199,0,5.96483664336926,2.23960463339607
"ENSG00000006432",505.565158340517,504.979037821502,323.582254194961,351.004732132428,4549.55253065139,4438.87378209091,3692.23388224557,3445.63172847985
"ENSG00000006451",1481.01498067613,1387.13673138077,1633.29378900105,1578.64378276559,1984.36589193463,1804.07239657671,1461.38497762547,1410.95091903952
"ENSG00000006453",1319.08042941614,1276.5678614881,1453.09857783645,1335.57300576389,1021.79094498983,1012.56237278218,760.516672029581,674.120994652216
"ENSG00000006459",948.552218905987,860.618303320437,516.962480810625,366.799945078387,408.212412055124,295.92491880606,271.400067273301,264.273346740736
"ENSG00000006468",8250.42815402603,8284.04948585473,6247.49982123106,4986.4609758563,2425.33609014232,2196.26204800642,2382.95223902602,2556.50868902161
"ENSG00000006530",1348.17375557471,1243.06214333881,1761.84768964896,1702.37295084228,1082.26685788689,1076.73886119795,1345.07066307977,1433.34696537348
"ENSG00000006534",85.6331864290127,61.7462520179846,97.7888645954212,73.2722378326443,471.208154656223,680.983849300693,996.127719442667,907.039876525407
"ENSG00000006555",0,0.478653116418485,1.098751287589,0.87751183033107,117.172081238045,103.395453558744,89.472549650539,104.141615452917
"ENSG00000006576",1159.3416008851,1226.30928426416,1024.03620003295,760.364000981872,948.715883572556,923.42836109361,760.516672029581,933.91513212616
"ENSG00000006606",20.3104352427787,26.3259214030167,1.098751287589,1.75502366066214,249.463140700353,228.183069922745,214.734119161294,203.804021639042
"ENSG00000006607",1500.77648523667,1567.11030315412,1194.89202525304,1071.44194483424,415.771901167255,427.843256105147,313.153923776886,416.566461811668
"ENSG00000006611",6.58716818684713,4.30787804776637,0.549375643794501,1.3162677454966,1.25991485202199,0,0,4.47920926679213
"ENSG00000006625",1255.95340095885,1254.07116501643,2712.26755341345,2823.83307000538,590.900065598311,559.761593404235,724.727652169366,605.813053333636
"ENSG00000006634",1157.69480883838,1167.43495094469,1591.54124007267,1244.75053132462,1447.64216497326,1408.31738467944,1479.27948755558,1535.248976193
"ENSG00000006638",3.29358409342357,0.957306232836971,1.098751287589,0.87751183033107,22.6784673363958,35.653604675429,56.665948112008,34.713871817639
"ENSG00000006652",575.279354984649,502.58577223941,527.400618042721,427.787017286396,236.863992180133,235.313790857831,208.769282517924,221.720858706211
"ENSG00000006695",356.256012771982,326.441425397407,523.005612892365,478.243947530433,830.283887482489,898.47083782081,1148.23105384858,1190.34986265001
"ENSG00000006704",724.039569870947,685.90991582769,391.704834025479,419.011898983086,262.062289220573,238.879151325374,334.030852028679,320.263462575638
"ENSG00000006712",3168.42789787347,3262.02098839198,2966.6284764903,2989.68280593795,889.499885527522,641.764884157721,861.918894966859,883.524027874748
"ENSG00000006715",986.977366662595,1044.42110002514,1230.60144209968,1142.52040309105,2426.59600499435,2249.74245501957,2171.20053818641,2142.18183184334
"ENSG00000006740",564.849672022141,491.098097445366,356.544792822631,405.84922152812,284.740756556969,256.705953663089,304.206668811832,314.664450992147
"ENSG00000006744",1403.06682379844,1407.24016227035,1806.89649244011,1805.48059090618,619.878107194817,502.715825923548,885.778241540336,752.507156821078
"ENSG00000006747",25.250811382914,33.505718149294,40.6537976407931,34.6617172980773,15.1189782242638,17.8268023377145,17.8945099301078,20.1564417005646
"ENSG00000006756",616.998086834681,611.240029666406,687.818306030715,716.488409465318,357.815817974244,367.232128156918,378.767126853948,357.216939026673
"ENSG00000006757",591.747275451767,590.179292543993,844.390364512148,998.608462916757,573.261257670004,684.549209768236,784.376018603058,724.512098903628
"ENSG00000006788",4.94037614013535,10.0517154447882,3.29625386276701,6.14258281231749,0,0,0,0
"ENSG00000006831",1017.71748486788,1047.77167184006,952.617366339664,983.252005885964,521.604748737102,541.93479106652,518.940787973126,574.458588466091
"ENSG00000006837",25.7997420651513,35.8989837313864,30.7650360524921,34.2229613829117,6.29957426010993,7.13072093508579,8.9472549650539,13.4376278003764
"ENSG00000007001",0,0,0.549375643794501,0.87751183033107,0,0,5.96483664336926,0
"ENSG00000007038",0.548930682237261,0,0.549375643794501,0.438755915165535,0,0,0,0
"ENSG00000007047",297.520429772595,294.850319713787,186.238343246336,225.520540395085,108.352677273891,110.52617449383,131.226406154124,118.699045569992
"ENSG00000007062",1.09786136447452,0.957306232836971,2.197502575178,2.63253549099321,15.1189782242638,14.2614418701716,2.98241832168463,2.23960463339607
"ENSG00000007080",1316.33577600495,1188.4956880671,1381.13036849938,1842.33608778008,778.627378549587,784.379302859437,1076.65301412815,919.357702009085
"ENSG00000007168",3050.40780119246,3320.89532171145,2864.44460674453,2431.58528184739,4601.20903958429,4399.65481694793,2851.19191553051,3105.21182420365
"ENSG00000007171",0,0.478653116418485,0,0.438755915165535,22.6784673363958,17.8268023377145,32.8066015385309,16.7970347504705
"ENSG00000007174",58.7355829993869,48.343964758267,38.4562950656151,39.0492764497326,1.25991485202199,0,0,0
"ENSG00000007202",7145.97962136466,7615.84973533452,6219.48166339754,6251.39427927854,6323.51264229835,5504.91656188623,5031.33970868197,5272.02930701434
"ENSG00000007216",0,0.478653116418485,0,0.438755915165535,0,0,0,0
"ENSG00000007237",12.0764750092197,8.13710297911425,2.7468782189725,3.94880323648981,1.25991485202199,7.13072093508579,11.9296732867385,2.23960463339607
"ENSG00000007255",94.9650080270461,77.5418048597946,103.282621033366,156.19710579893,54.1763386369454,67.741848883315,92.4549679722236,73.9069529020702
"ENSG00000007264",4.94037614013535,2.87191869851091,2.7468782189725,5.70382689715195,8.8194039641539,21.3921628052574,20.8769282517924,25.7554532840548
"ENSG00000007314",0,0.478653116418485,1.098751287589,0,2.51982970404397,3.5653604675429,5.96483664336926,3.3594069500941
"ENSG00000007341",481.961139004315,476.738503952811,781.761541119575,672.612817948765,697.99282802018,652.46096556035,671.044122379042,658.443762218444
"ENSG00000007350",5.48930682237261,7.65844986269577,3.84562950656151,1.75502366066214,2.51982970404397,0,0,0
"ENSG00000007372",0,0.957306232836971,0,1.3162677454966,352.776158566156,288.794197870975,366.83745356721,337.060497326108
"ENSG00000007376",345.277399127237,389.623636764647,307.65036052492,447.09227755368,697.99282802018,698.810651638408,1106.477197345,982.066631744175
"ENSG00000007384",893.659150682261,931.937617666791,571.350669546281,592.759241388638,514.04525962497,470.627581715662,348.942943637102,350.498125126484
"ENSG00000007392",2188.58663007996,2159.20420816379,1307.51403223091,1193.41608925025,144.890207982528,110.52617449383,104.384641258962,131.01687105367
"ENSG00000007402",190.47894673633,134.501525713594,159.8683123442,210.164083364291,110.872506977935,99.8300930912011,137.191242797493,127.657464103576
"ENSG00000007516",154.24952170867,140.245363110616,120.86264163479,118.025341179529,97.0134436056929,117.656895428916,125.261569510755,85.1049760690505
"ENSG00000007520",189.381085371855,197.205083964416,215.904628011239,390.931520412492,186.467398099254,171.137302442059,307.189087133517,293.388206974885
"ENSG00000007541",417.187318500318,378.614615087022,270.292816746894,373.38128380587,205.366120879584,253.140593195546,253.505557343194,273.23176527432
"ENSG00000007545",249.763460417954,282.405338686906,211.509622860883,228.591831801244,40.3172752647036,49.9150465456005,23.8593465734771,26.8752556007528
"ENSG00000007866",671.891155058407,670.11436298588,414.229235421054,464.203758245136,362.855477382332,406.45109329989,232.628629091401,267.63275369083
"ENSG00000007908",0,1.91461246567394,1.098751287589,0.87751183033107,0,0,0,0
"ENSG00000007923",1408.00719993857,1397.66709994198,1382.77849543076,1321.53281647859,1162.90140841629,1148.04607054881,1094.54752405826,1002.22307344474
"ENSG00000007933",3.29358409342357,2.87191869851091,2.197502575178,1.3162677454966,2.51982970404397,3.5653604675429,8.9472549650539,3.3594069500941
"ENSG00000007944",557.16464247082,505.936344054339,396.099839175835,422.52194630441,381.754200162662,367.232128156918,515.958369651441,473.676379963268
"ENSG00000007952",19.7615045605414,16.2742059582285,28.567533477314,18.4277484369525,11.3392336681979,0,14.9120916084232,11.1980231669803
"ENSG00000007968",133.390155783654,163.699365815122,198.324607409815,146.105719750123,74.3349762692972,96.2647326236582,107.367059580647,134.376278003764
"ENSG00000008018",3274.9204502275,3758.38427011795,4989.97897258545,4064.19604217835,3153.56687461103,2969.94526946323,2663.29956126438,2446.7680619852
"ENSG00000008056",6.03823750460987,1.43595934925546,2.197502575178,2.63253549099321,51.6565089329014,24.9575232728003,8.9472549650539,16.7970347504705
"ENSG00000008083",1070.41483036266,1105.21004581028,746.052124272932,741.936252544919,427.111134835453,449.235418910405,408.591310070795,352.73772975988
"ENSG00000008086",256.899559287038,257.994029749564,253.262171789265,203.582744636808,2808.35020515701,2674.02035065717,1464.36739594715,1651.7084171296
"ENSG00000008118",1.09786136447452,0.957306232836971,0.549375643794501,1.75502366066214,17.6388079283078,24.9575232728003,17.8945099301078,22.3960463339607
"ENSG00000008128",50.501622765828,45.4720460597561,29.666284764903,39.4880323648981,1.25991485202199,0,0,1.11980231669803
"ENSG00000008130",1039.12578147513,1043.94244690872,1025.13495132054,899.449626089346,211.665695139694,249.575232728003,304.206668811832,328.102078792524
"ENSG00000008196",0.548930682237261,0,0.549375643794501,0.87751183033107,0,0,2.98241832168463,1.11980231669803
"ENSG00000008226",17.0168511493551,14.3595934925546,15.9318936700405,10.5301419639728,3.77974455606596,3.5653604675429,0,4.47920926679213
"ENSG00000008256",677.38046188078,706.970652950103,1144.34946602395,976.231911243315,195.286802063408,167.571941974516,220.698955804663,248.596114306963
"ENSG00000008277",386.996130977269,410.205720770642,631.232614719882,571.698957460692,493.886621992619,467.062221248119,512.975951329757,475.915984596664
"ENSG00000008282",2984.53611932399,3184.00053041577,3663.78616846553,2603.13884467712,3186.3246607636,3230.21658359386,2230.8489046201,2339.26703958219
"ENSG00000008283",2285.74736083595,2433.47244387158,2619.97244525597,2240.72645875039,1975.54648797047,1953.81753621351,2457.51269706814,2326.94921409851
"ENSG00000008294",1297.67213280888,1249.28463385225,1255.87272171423,1080.65581905271,2216.19022470667,1853.98744312231,1688.0487700735,1823.0381715844
"ENSG00000008300",444.084921929944,437.967601522914,169.757073932501,200.511453230649,109.612592125913,160.44122103943,110.349477902331,92.9435922859368
