"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000143320",7562.44962547377,1.28270618916991,0.0824143437873134,15.5641133596864,1.27626410773705e-54,2.2278466264658e-52
"ENSG00000020577",4485.38652644497,1.44619457214955,0.0933760686838135,15.4878502868502,4.1907020255589e-54,7.21903564718646e-52
"ENSG00000111669",10205.1027516797,1.26586556357393,0.0817833528045394,15.4782791382902,4.86308055538411e-54,8.26850008195958e-52
"ENSG00000136068",11865.1340628517,1.12494153407468,0.0740082668191925,15.200214549315,3.52464773027779e-52,5.91598565189703e-50
"ENSG00000145623",3231.88443245844,1.40561708515896,0.0926876007211517,15.1651037919055,6.02036611811693e-52,9.97704217954263e-50
"ENSG00000169764",4867.89353396769,1.30698699409422,0.0866160104196499,15.0894388665783,1.90051698157328e-51,3.11019604034467e-49
"ENSG00000092964",7309.16679675624,1.22938663960512,0.0824507687710401,14.9105539939723,2.81407995864747e-50,4.54838701464355e-48
"ENSG00000147852",556.658609431569,2.76165724461147,0.185488353169421,14.8885749289554,3.9101510980721e-50,6.24289002145853e-48
"ENSG00000144320",5670.32227319366,1.28556854669866,0.0867697472924664,14.8158613665834,1.15696594542417e-49,1.82493953704737e-47
"ENSG00000170379",432.921969438405,3.30593920684467,0.226081146260198,14.6227992096247,2.00964805888225e-48,3.13218004605791e-46
"ENSG00000101187",4293.87304568427,1.49457080006541,0.102549665550832,14.5741167661301,4.10396016400407e-48,6.32106429025192e-46
"ENSG00000107551",1434.61415327326,2.03904329265162,0.139957756754801,14.5689909579211,4.42376844294814e-48,6.73441586686943e-46
"ENSG00000205336",1765.63538788412,1.64986127924497,0.11464455798893,14.3910998322683,5.88525061055363e-47,8.85628747050209e-45
"ENSG00000184254",5221.28607260688,-1.25220599456729,0.0871485676336053,-14.3686354069741,8.14197063319936e-47,1.21130317647552e-44
"ENSG00000164171",21180.1095475586,1.28375246688071,0.0898396406614572,14.2893766874946,2.54880486539176e-46,3.7493205952482e-44
"ENSG00000106070",1538.16194847316,1.64329441692894,0.115286109770439,14.2540538509029,4.22996337041784e-46,6.15318671616782e-44
"ENSG00000074800",50847.6442188409,1.04751437707962,0.0736122836632291,14.2301573181987,5.95476657881044e-46,8.56701143404244e-44
"ENSG00000114120",3049.99676136974,1.34798146879267,0.0952920620384764,14.1457896907341,1.98278286440615e-45,2.82158622400058e-43
"ENSG00000111700",725.236598474102,2.62192410623252,0.186098091431537,14.0889360340221,4.44203600677382e-45,6.25324036566482e-43
"ENSG00000186918",1436.56786477661,1.66501665196056,0.118900471144984,14.0034487325983,1.48486640439276e-44,2.06807137939468e-42
"ENSG00000123384",1225.65698082119,1.80569547771512,0.129681198608251,13.9241115681686,4.52128544445984e-44,6.23080726724928e-42
"ENSG00000120071",4405.07707434387,1.19023293182189,0.0858087097152478,13.8707706452133,9.52479227757231e-44,1.29894354685392e-41
"ENSG00000118263",2561.66185569735,1.48086314535835,0.107322172334107,13.7982964111856,2.60946582000711e-43,3.52197180572506e-41
"ENSG00000148848",3200.23980433739,1.28708676488006,0.0934089101976832,13.7790577168299,3.406899449352e-43,4.55133955009351e-41
"ENSG00000118495",1202.1630183561,1.75743212837899,0.127915285459354,13.7390314384079,5.92632987264666e-43,7.83712229219092e-41
"ENSG00000110852",896.169287522984,1.93445700373427,0.141505432574925,13.6705493812756,1.52241420311659e-42,1.99314467472023e-40
"ENSG00000163788",2191.60988539067,1.40606172933492,0.103370731296969,13.6021261695006,3.88959307092871e-42,5.04183687966323e-40
"ENSG00000053747",7686.54308721798,1.28864808178365,0.0951645996538042,13.5412546941991,8.92513201576573e-42,1.14556694461181e-39
"ENSG00000167772",5513.17312536661,6.55929046466079,0.491344798997336,13.3496690675184,1.18976289895092e-40,1.51226950223936e-38
"ENSG00000072682",5809.11938677837,1.08318922801857,0.0814125017970336,13.3049495361171,2.16639347446417e-40,2.72715609304663e-38
"ENSG00000067992",4543.9642645923,1.1502282639473,0.086894321133687,13.2370936206254,5.35825160502038e-40,6.68097428694542e-38
"ENSG00000177606",3526.66509848443,1.19609970054502,0.0903968985877369,13.2316453244701,5.76122196448636e-40,7.11565263764673e-38
"ENSG00000101236",1545.10735711889,1.62800082281038,0.125844563824596,12.9366003054333,2.79736907471856e-38,3.42272485291732e-36
"ENSG00000141279",6888.64761620791,1.17027284671686,0.0904920638202425,12.9323257456206,2.95735455082258e-38,3.58497090549715e-36
"ENSG00000108679",4891.7838758664,1.35113638317433,0.105071723161141,12.8591817334354,7.63809338835009e-38,9.17412097617242e-36
"ENSG00000175592",11757.1182853224,1.19019639173379,0.0927858164119141,12.8273526898769,1.1523472227595e-37,1.37150271276067e-35
"ENSG00000197747",9428.28186216215,1.11907041740914,0.087272738439971,12.8226802253819,1.22395250808593e-37,1.44360236359108e-35
"ENSG00000079739",2060.51101165417,1.40866655693921,0.10986493984932,12.8218024682961,1.23788941317934e-37,1.44700430333428e-35
"ENSG00000044524",350.531452775849,3.14289416408639,0.245320749736182,12.8113670265,1.41617440756087e-37,1.64075711006964e-35
"ENSG00000082153",10099.6791729708,1.01975269529441,0.0798044462789675,12.7781438609288,2.17191065199068e-37,2.49426791718088e-35
"ENSG00000072274",23891.8894011756,0.930220312793498,0.0728586445813904,12.7674666216766,2.49131716021754e-37,2.83620210970157e-35
"ENSG00000125378",412.730900021124,-2.87338373303426,0.225698989455743,-12.7310438560812,3.97489139131582e-37,4.48614466337127e-35
"ENSG00000146278",1022.31944940292,1.76613726865064,0.138977498518874,12.7080807143092,5.33272423063459e-37,5.96718167756137e-35
"ENSG00000107159",317.563152708973,6.26303775771748,0.49446240555951,12.6663578207337,9.08349156687219e-37,1.00780569147026e-34
"ENSG00000159216",1830.02080766832,1.58991964571418,0.12585590531141,12.6328569309495,1.39133389606962e-36,1.53070112330617e-34
"ENSG00000159399",2322.93226650901,1.41824492819612,0.113904012323185,12.4512288835978,1.37708347049558e-35,1.50239806631068e-33
"ENSG00000030582",5567.65386443868,1.20286997529791,0.0967734121152231,12.4297567793282,1.80181729488088e-35,1.94953653095706e-33
"ENSG00000134954",7330.76724799239,1.05292073488679,0.0857019982576872,12.2858364599725,1.0792293146166e-34,1.15813690057053e-32
"ENSG00000182985",2550.10322558626,1.23374098758913,0.100544070844929,12.2706488529985,1.30205706901687e-34,1.38589684126576e-32
"ENSG00000183691",4588.95222564929,2.86216780451784,0.234053298715947,12.2287009848617,2.1840333779603e-34,2.30591653098841e-32
"ENSG00000131389",2278.66339024502,1.45990051349861,0.11975195320072,12.1910371770857,3.46976943755252e-34,3.63409771811501e-32
"ENSG00000101265",2073.41765137749,1.45650282600914,0.120084470423226,12.1289857121061,7.41622966619729e-34,7.70581577697261e-32
"ENSG00000178726",544.756253377184,2.13473578047116,0.177660089234715,12.0158432299944,2.93361743891356e-33,3.02416689057136e-31
"ENSG00000147459",4526.45296357608,1.03538222953461,0.0869836306913505,11.90318478667,1.13915200510963e-32,1.16513891022619e-30
"ENSG00000128591",3948.41612398423,1.0749621945205,0.0906676066221612,11.8560777610485,2.00132465315098e-32,2.03111181077928e-30
"ENSG00000074410",5967.76108551093,0.976163545539256,0.0825581584936604,11.8239500898535,2.93549897150645e-32,2.95627327192019e-30
"ENSG00000177119",5218.66044106447,0.997025932464395,0.0845870818440937,11.7869763411635,4.55605986387214e-32,4.55327753723772e-30
"ENSG00000141526",1036.7182807816,1.62052064392048,0.137645273785525,11.7731659021256,5.36717756614955e-32,5.32326429515378e-30
"ENSG00000166828",1185.61194087306,3.95240572891515,0.335761842387676,11.7714559248565,5.4771001507265e-32,5.35120859502323e-30
"ENSG00000196878",9876.19597090946,0.923796684972213,0.078477214899437,11.7715273937281,5.47246146803297e-32,5.35120859502323e-30
"ENSG00000167004",7170.87431883827,0.922006454828228,0.0783736560063279,11.7642394372132,5.96615701244936e-32,5.78584648940645e-30
"ENSG00000116016",3541.85100354057,1.18466817389848,0.101097578856501,11.7180667163158,1.0299562908376e-31,9.91484394091612e-30
"ENSG00000121039",2301.24816112888,-1.32113659372618,0.112819977918919,-11.7101298732362,1.13106236586828e-31,1.08086631342682e-29
"ENSG00000268089",1098.29999510769,1.68702074458372,0.144207883736218,11.6985334010558,1.29675256872682e-31,1.23022352389649e-29
"ENSG00000174437",5841.86204129802,0.956983210249979,0.0821684408291831,11.6466030095352,2.3878898158791e-31,2.24908298341648e-29
"ENSG00000170949",1920.66870244496,1.22609673960331,0.105934361947367,11.5741173785753,5.57419645300781e-31,5.2126699973413e-29
"ENSG00000143847",227.870174217937,3.8181146560462,0.330085064784479,11.5670627465049,6.05191860612745e-31,5.61927080790217e-29
"ENSG00000188910",511.668277176188,2.07243698466114,0.179290810239299,11.5590809249792,6.64158107370631e-31,6.12335066316641e-29
"ENSG00000047849",6587.91143647022,0.938859800333378,0.0815122497092223,11.5180209561454,1.07041288908426e-30,9.79989198873503e-29
"ENSG00000142871",4002.00782465089,-1.03162286456932,0.0896671211424546,-11.5050293956731,1.2444694235188e-30,1.13143011754918e-28
"ENSG00000108588",11017.7908564828,0.980805844999994,0.0861987139952202,11.3784278156909,5.35565102375376e-30,4.83559884158512e-28
"ENSG00000061656",507.796392150534,2.29483554552645,0.201965324377834,11.3625225151685,6.42618514567852e-30,5.76243944707008e-28
"ENSG00000109107",383.166878874991,2.53411985508095,0.223144382464002,11.3564133996954,6.89162663369798e-30,6.13776706723633e-28
"ENSG00000134802",369.651974787004,2.45799816884529,0.216943803057652,11.3301146850094,9.3082782667153e-30,8.23405263971869e-28
"ENSG00000205413",1161.4350287757,1.62743634941115,0.145429322672999,11.1905654203621,4.53532236240114e-29,3.98499599788965e-27
"ENSG00000065809",6471.34429437196,1.24881406234447,0.11160530699656,11.1895580591249,4.58714230162311e-29,4.00365780085665e-27
"ENSG00000140009",338.154185816834,2.63016229715903,0.235543785575772,11.1663412844018,5.95849661947308e-29,5.1661349498107e-27
"ENSG00000169032",1349.98464083269,1.34915088956249,0.121710832129195,11.0848875647353,1.48536913199417e-28,1.2793718865834e-26
"ENSG00000099937",3042.20584861352,1.08530683378664,0.0980319567824047,11.0709494067901,1.73552084858621e-28,1.48506136926083e-26
"ENSG00000185624",5200.10364020512,1.01308978097269,0.0916405146138551,11.0550424693875,2.07238727124453e-28,1.76179832176191e-26
"ENSG00000124466",717.880795439786,1.8457059353773,0.167021925162046,11.0506805234497,2.17559378311379e-28,1.83760476184037e-26
"ENSG00000155876",1853.66923299772,1.2020382089918,0.1088168572393,11.0464337924077,2.28096864566852e-28,1.91425907109566e-26
"ENSG00000173548",996.253429819751,1.49773803489668,0.136303458622232,10.988261413437,4.35228929455493e-28,3.62931028307727e-26
"ENSG00000069869",3146.18434507406,1.27846547408731,0.116387295531738,10.9845792725605,4.53345955213946e-28,3.75645901624113e-26
"ENSG00000164442",984.777148999836,1.48103447082809,0.134869191527866,10.9812660256222,4.70286241220931e-28,3.87231916356253e-26
"ENSG00000166920",444.306939185673,2.17675183646622,0.198549774939601,10.9632551189161,5.73970033289081e-28,4.6965097973879e-26
"ENSG00000105137",1222.98497322838,1.35859864731683,0.124754479136972,10.8901793083131,1.28387243626763e-27,1.04400359848546e-25
"ENSG00000204463",3680.51283739716,1.0313371245598,0.0947323018997138,10.8868580608502,1.33155096053134e-27,1.07609044291829e-25
"ENSG00000139318",5401.54006428474,0.957356582575603,0.088172709902372,10.8577425332126,1.8322259801857e-27,1.47162592224486e-25
"ENSG00000081019",1812.14849619635,1.22286863367642,0.112903608182595,10.8310855017026,2.45230770501357e-27,1.95765929719742e-25
"ENSG00000146072",983.197299006464,-1.44497314176311,0.13417679663465,-10.7691730463473,4.81304662158222e-27,3.81893371937906e-25
"ENSG00000076554",1881.28145387229,1.13643678267704,0.105668611297887,10.7547243095052,5.63021244248056e-27,4.44040610222624e-25
"ENSG00000136826",471.44092490759,2.03008478403489,0.188824887586493,10.751150497071,5.85269944699601e-27,4.58823599760908e-25
"ENSG00000107036",1175.69412407998,1.37497977968319,0.128308638748779,10.7161902198598,8.54509920719353e-27,6.6590737393201e-25
"ENSG00000102172",7432.83664669266,0.870690563666333,0.081421444782956,10.6936270412214,1.09022278429764e-26,8.44567851599095e-25
"ENSG00000221914",1659.61631637272,1.24846781563926,0.117425621274722,10.6319881648181,2.11553727341365e-26,1.62921258726656e-24
"ENSG00000171388",889.91108321556,1.54692185218389,0.145865763794716,10.6051057625897,2.82144586848021e-26,2.16013855614871e-24
"ENSG00000104331",2911.81922076152,1.02791302251801,0.0980052088415614,10.488350922039,9.77189840231292e-26,7.43800545831865e-24
"ENSG00000124145",8104.47544274478,0.916529813666262,0.0877295807155482,10.4472152515808,1.50890772192517e-25,1.14188554308927e-23
"ENSG00000100985",599.448163172498,1.78058310116807,0.170818118116248,10.4238538675173,1.92971794887851e-25,1.45194640153549e-23
"ENSG00000157483",3962.23940157142,0.936929886575118,0.0899026513363156,10.4216046206487,1.97591018100506e-25,1.47820663369818e-23
"ENSG00000152558",11343.5718879357,0.88164325573283,0.0846106724660646,10.4200005748263,2.00951982982642e-25,1.49480872795951e-23
"ENSG00000134851",2927.95704615425,1.02097731789772,0.098109204112224,10.4065396018284,2.31483500679187e-25,1.71219321519317e-23
"ENSG00000188738",1172.06089135929,1.33931697377009,0.128770129630221,10.400835796439,2.45767942123522e-25,1.80763702150626e-23
"ENSG00000078043",847.780373511979,1.46339389492811,0.141029855862418,10.3764829509273,3.17248000578354e-25,2.32034124221889e-23
"ENSG00000104327",233.712141680942,3.54708529664589,0.342394968800533,10.3596303096156,3.78421804614878e-25,2.75238792556555e-23
"ENSG00000255346",476.617123701324,1.93723117862148,0.187641067409757,10.3241321602114,5.48122168069721e-25,3.96464940572861e-23
"ENSG00000176597",2342.5529597523,1.03555880610075,0.10069845031469,10.2837610992478,8.34078001859945e-25,5.99986219799472e-23
"ENSG00000124006",1436.90703454968,1.18496745622443,0.115244516365461,10.2822025168355,8.47679510912768e-25,6.06438259938249e-23
"ENSG00000033178",7378.04261436567,0.836744056083782,0.0814918682012269,10.2678227233375,9.84003391522983e-25,7.00139804446679e-23
"ENSG00000175105",1088.88462399289,1.33160764748271,0.129704282756192,10.2664894264576,9.97693402101259e-25,7.06043352449172e-23
"ENSG00000151914",11530.3291091369,1.00281608725545,0.0988248515180914,10.1474079834248,3.4028108849706e-24,2.39513979064705e-22
"ENSG00000112378",5192.05225664391,0.861348203129245,0.0850473508166941,10.1278663574806,4.15619319512714e-24,2.90977974923019e-22
"ENSG00000181744",613.941092364467,1.66076791871613,0.16411800906027,10.1193520944203,4.53407002267766e-24,3.15744918813276e-22
"ENSG00000106688",545.743067131587,1.71804915966843,0.170334670381064,10.0863151102761,6.35089708926697e-24,4.3992563329462e-22
"ENSG00000153292",278.731642493142,-2.59276940656398,0.257189944723228,-10.0811460936164,6.69406985356069e-24,4.61256644856929e-22
"ENSG00000116641",5132.25568595426,0.868307348940342,0.0863765757232063,10.0525789737583,8.94941011780474e-24,6.13432865247642e-22
"ENSG00000142173",5952.29517144705,0.931789659115058,0.0927051578012944,10.0511091423011,9.08391804562137e-24,6.19409661735807e-22
"ENSG00000101846",1507.16179759729,1.44484222112115,0.144407375881599,10.0053214892969,1.44421836078141e-23,9.79673926391205e-22
"ENSG00000152661",6619.6689118365,0.794612322782317,0.0795096794316839,9.99390676030912,1.6206558014369e-23,1.0936920490934e-21
"ENSG00000185551",1310.19708008462,1.26696705441828,0.126799128116749,9.99192244643618,1.65343467038527e-23,1.11009060024021e-21
"ENSG00000133805",1685.84162066536,1.14977816328195,0.115122728502125,9.98741237496578,1.73039845853946e-23,1.15583554179585e-21
"ENSG00000157617",5347.07605386146,0.853774741131726,0.0855369675052521,9.98135386409744,1.83939624935443e-23,1.2224048576928e-21
"ENSG00000078804",956.588962710109,1.42256575255705,0.143034422556204,9.94561817452063,2.63532690318646e-23,1.74251009174329e-21
"ENSG00000138061",1342.57574940406,-1.27734889765529,0.128528301767385,-9.93826947131915,2.83712875986033e-23,1.86651707156238e-21
"ENSG00000135318",3947.87707455263,0.95759902213431,0.0963760357769368,9.93606983743015,2.90045539737607e-23,1.89863810312237e-21
"ENSG00000131398",449.264031691159,1.92159578653257,0.193457804245952,9.93289360448622,2.9943750075509e-23,1.95036604969435e-21
"ENSG00000078124",2750.1606789198,1.05628148440394,0.106517465901911,9.91650970533452,3.52880655833741e-23,2.28708591394818e-21
"ENSG00000171843",813.496224511474,1.44980287765514,0.146508781330348,9.89567222176344,4.34680199617769e-23,2.80336609526888e-21
"ENSG00000197324",3414.58501787511,0.934215623231735,0.0948854540208299,9.84572011455675,7.15251619884604e-23,4.59023245467119e-21
"ENSG00000171314",3428.37006209096,0.985418455582488,0.100213108152915,9.83322914282671,8.09796925554299e-23,5.17163968261311e-21
"ENSG00000183508",868.570194947385,1.37159219887463,0.139723630247919,9.81646552155097,9.56380766819945e-23,6.07812475689646e-21
"ENSG00000116260",1039.58294917,1.33514519659401,0.136086422479888,9.81100959422556,1.00953400749125e-22,6.38493682419105e-21
"ENSG00000198265",3961.96854230453,1.02905289224131,0.10531144484196,9.77152002601049,1.49196606033413e-22,9.39077868360308e-21
"ENSG00000276903",867.168095109489,-1.47665396669919,0.151958210367431,-9.71750037808872,2.53938601335059e-22,1.59070055917636e-20
"ENSG00000058668",7042.58811345935,0.77434608676425,0.0797005643595353,9.71569138796955,2.58488747262628e-22,1.61149270436302e-20
"ENSG00000120708",12515.6111533322,0.869972893349692,0.0895488405427541,9.71506596932802,2.60080557146248e-22,1.61373206358231e-20
"ENSG00000166130",1288.66078087108,1.163619931991,0.120132533925851,9.68613492086345,3.45351279288965e-22,2.13270705115619e-20
"ENSG00000013441",2318.93528234221,1.08815608989028,0.112539431185471,9.669109559448,4.07911671837928e-22,2.5072204730996e-20
"ENSG00000156113",15207.0386697465,0.716472083055575,0.0742086658187232,9.65483040492565,4.68934550142716e-22,2.86882763106002e-20
"ENSG00000110717",2188.95065904634,-1.03370158920223,0.107228332422191,-9.64019085116638,5.40873226286383e-22,3.29354059467038e-20
"ENSG00000117318",867.740695465345,-1.45881166072445,0.151877322529573,-9.60519738185667,7.60121521578242e-22,4.60718100023257e-20
"ENSG00000101457",2305.03727528567,0.957375207038863,0.0997446265529431,9.59826348671224,8.13025912427627e-22,4.90513144954032e-20
"ENSG00000099194",14923.7489115907,0.729173299890084,0.0760630638643073,9.58643082259863,9.11848715654351e-22,5.47611164465448e-20
